artist_name,painting_name,price_GBP,price_US,price_GBP_est,price_US_est,image_link,sale_date
Peter Doig,The Architect's Home in the Ravine ,11282500,16370908,"10000000 , 15000000","14509999 , 21764999",http://www.christies.com/lotfinderimages/D59730/peter_doig_the_architects_home_in_the_ravine_d5973059g.jpg,2016-02-11
